"Year","Category","Nominee(s)","Nominator(s)"
"1937","Peace","Sir Robert Stephenson Smyth Baden-Powell
  American Friends Service Committee
  Friends' Service Council","Cornelius Bernhard Hanssen"
"1937","Peace","Julie Bikle","Otto Pfister"
"1937","Peace","Stanley Melbourne Bruce","Joseph Aloysius Lyons"
"1937","Peace"," Prince Carl of Sweden","5 members of the Swedish parliament."
"1937","Peace","Joaquím Cases-Carbó","Pere Coromines Montana"
"1937","Peace","Edgar Algernon Robert Gascoyne Viscount Cecil of Chelwood","Pierre Cot"
"1937","Peace","Edgar Algernon Robert Gascoyne Viscount Cecil of Chelwood","22 members of the Dutch parliament"
"1937","Peace","Edgar Algernon Robert Gascoyne Viscount Cecil of Chelwood","Sir Ralph Norman Angell Lane"
"1937","Peace","Edgar Algernon Robert Gascoyne Viscount Cecil of Chelwood","J.B. Th Hugenholtz"
"1937","Peace","Edgar Algernon Robert Gascoyne Viscount Cecil of Chelwood","Frede Castberg"
"1937","Peace","Mariano Hilario Cornejo","Jacob Ørbæk"
"1937","Peace","Mariano Hilario Cornejo","Joseph Barthélémy"
"1937","Peace","Francesco Cosentini","Stéphan Kyroff
 G Ghenoff"
"1937","Peace","Count Richard Nicolas Coudenhove-Kalergi","P Baudoin-Bugnet"
"1937","Peace","Count Richard Nicolas Coudenhove-Kalergi","Kurt Schuschnigg"
"1937","Peace","Count Richard Nicolas Coudenhove-Kalergi","A Oeconomos"
"1937","Peace","Count Richard Nicolas Coudenhove-Kalergi","Carl Brockhausen"
"1937","Peace","Jean Efremoff","Michel Kebedgy"
"1937","Peace","Jean Efremoff","Fernand Merlin"
"1937","Peace","Alfred Edward Evershed","H.J.M. Payne"
"1937","Peace","Edo Fimmen","Vladimír Clementis"
"1937","Peace","Edo Fimmen","E van Walleghem"
"1937","Peace","Mahatma Mohandas Karamchand Gandhi","Ole Colbjørnsen"
"1937","Peace","Justin Godart","Georges Scelle
 Hans Wehberg"
"1937","Peace","Henri Golay","4 members of the Swiss parliament"
"1937","Peace","Cordell Hull","Gerald Nye"
"1937","Peace","Cordell Hull","Newton Baker"
"1937","Peace","Cordell Hull","Nicholas Murray Butler"
"1937","Peace","Paul Hymans","(Albert-Auguste-) Gabriel Hanotaux"
"1937","Peace","Jorge Hernàndez Lillo","Arturo Lois"
"1937","Peace","Carl Albert Lindhagen","Gunnar Bergman"
"1937","Peace","Carl Albert Lindhagen"," Members of the Swedish parliament (Fredrik Ström)"
"1937","Peace","Tomás Garrigue Masaryk","Fedor Ruppeldt"
"1937","Peace","Tomás Garrigue Masaryk","Veit Valentin"
"1937","Peace","Tomás Garrigue Masaryk","Henriette Wurmová"
"1937","Peace","Afranio de Mello Franco","Léon Brunschvicg
 Levy Bruhl"
"1937","Peace","Afranio de Mello Franco","Carlos Concha"
"1937","Peace","Giuseppe Motta","V Scherer"
"1937","Peace","Nalini Kumar Mukherjee","Sc. Bagchi"
"1937","Peace","N Nilsson","Johanne Petersen Norup"
"1937","Peace","Gustaf Roos","J Bergman
 Gunnar Bodin 
 Th. Gardell
 Gustav Svedman"
"1937","Peace"," Saint-Paul","Paul Bernier"
"1937","Peace","Irma Schweitzer","N Nilsson"
"1937","Peace","James Brown Scott","Hans Wehberg"
"1937","Peace","James Brown Scott","Karl Strupp"
"1937","Peace","Henrietta Szold","Royal Copeland"
"1937","Peace","Peter Tomaschek","Ernst Nastasi"
"1937","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Rafael Waldemar Erich"
"1937","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Baron Boris Nolde"
"1937","Peace"," American Friends Service Committee
  Friends' Service Council
 Sir Robert Stephenson Smyth Baden-Powell","Cornelius Bernhard Hanssen"
"1937","Peace"," The Permanent International Peace Bureau","Louis Favre"
"1937","Peace"," Comité de Secours aux pacifistes exilés","Caroline Playne"
"1937","Peace"," Comité de Secours aux pacifistes exilés","Henri Marie La Fontaine"
"1937","Peace"," Comité de Secours aux pacifistes exilés","Bruno Schönfeld"
"1937","Peace"," Comité de Secours aux pacifistes exilés","Helene Stöcker"
"1937","Peace"," Comité de Secours aux pacifistes exilés","Ludwig Quidde"
"1937","Peace"," Friends' Service Council
  American Friends Service Committee
 Sir Robert Stephenson Smyth Baden-Powell","Cornelius Bernhard Hanssen"
"1937","Peace"," International Law Association"," Lord Atkin"
"1937","Peace"," La Ligue des Sociétés de la Croix-Rouge"," The International Committee of the Red Cross (Max Huber)"
"1937","Peace"," The Nansen International Office for Refugees","Halvdan Koht"
"1937","Peace"," The Nansen International Office for Refugees","Michael Hansson"
"1938","Peace","Sir Robert Stephenson Smyth Baden-Powell
  American Friends Service Committee
  Friends' Service Council","Cornelius Bernhard Hanssen"
"1938","Peace","Hari Mohan Banerjee","S Gupta"
"1938","Peace","Edvard Benes","Henriette Wurmová"
"1938","Peace","Charles Bernard","Sir Thomas Barclay"
"1938","Peace","Pierre Cérésole","John Harvey"
"1938","Peace","Pierre Cérésole","Georges Lasserre"
"1938","Peace","Pierre Cérésole","J.B. Th Hugenholtz"
"1938","Peace","Pierre Cérésole","Paul Perrin"
"1938","Peace","Pierre Cérésole","K Killer"
"1938","Peace","Pierre Cérésole","Roger Soltau"
"1938","Peace","Mariano Hilario Cornejo","Jacob Ørbæk"
"1938","Peace","Mariano Hilario Cornejo","Joseph Barthélémy"
"1938","Peace","Francesco Cosentini","Aurelian Jonasco"
"1938","Peace","Francesco Cosentini","Paul Elbel"
"1938","Peace","Count Richard Nicolas Coudenhove-Kalergi","Carl Brockhausen"
"1938","Peace","William Ferris","Jed. O´Sullivan"
"1938","Peace","Mahatma Mohandas Karamchand Gandhi","Ole Colbjørnsen"
"1938","Peace","Justin Godart","Georges Scelle"
"1938","Peace","Henri Golay","N Nilsson"
"1938","Peace","Henri Golay","Henri Marie La Fontaine"
"1938","Peace","(Tafari Makonnen) Haile Selassie I"," Members of the Swedish parliament"
"1938","Peace"," Princess Henriette","Rillart de Verneuil"
"1938","Peace"," Princess Henriette"," Marquis de Juigné"
"1938","Peace","Cordell Hull"," The Uruguayan Government"
"1938","Peace","Cordell Hull"," The Bolivian Government"
"1938","Peace","Cordell Hull"," The Hungarian Foreign Minister"
"1938","Peace","Cordell Hull"," The Cuban government"
"1938","Peace","Cordell Hull"," The Chilean Senate"
"1938","Peace","Cordell Hull","Charles Gates Dawes"
"1938","Peace","Cordell Hull","Franklin Delano Roosevelt"
"1938","Peace","Cordell Hull","Mario de Pimentel Brandao"
"1938","Peace","Cordell Hull","4 members of the Permanent Court of Arbitration at The Hague"
"1938","Peace","Cordell Hull"," The Belgian Government"
"1938","Peace","Cordell Hull"," The Chilean Government (J. Ramón Gutierrez)"
"1938","Peace","Cordell Hull"," The Venezuelan Government"
"1938","Peace","Cordell Hull"," The Ecuadoran government (Larrea)"
"1938","Peace","Cordell Hull"," The Government of Panama (Lefevre)"
"1938","Peace","Cordell Hull"," The Peruvian Government (Carlos Concha)"
"1938","Peace","Léon Jouhaux","S de la Bella"
"1938","Peace","Léon Jouhaux","E Kupers"
"1938","Peace","Léon Jouhaux","Hans Oprecht"
"1938","Peace","Léon Jouhaux","Louis Uytroever"
"1938","Peace","Léon Jouhaux","Paul Rives"
"1938","Peace","Karl Kautsky","12 members of the Hungarian parliament"
"1938","Peace","Karl Kautsky","5 members of the Czechoslovakian parliament"
"1938","Peace","Karl Kautsky","4 members of the Danish parliament"
"1938","Peace","Karl Kautsky","W Bonger"
"1938","Peace","Karl Kautsky","Richard Lindström"
"1938","Peace","Karl Kautsky","Karl Wiik"
"1938","Peace","Karl Kautsky","Léon Blum
 Albert Sérol"
"1938","Peace","Ernst Laur","Rudolf Reichling"
"1938","Peace","Carl Albert Lindhagen"," Members of the Swedish parliament (Fredrik Ström)"
"1938","Peace","Afranio de Mello Franco","Philadelpho Azevedo
 Edm. da Luz Pinto"
"1938","Peace","John Bassett Moore","Edwin Borchard"
"1938","Peace","Giuseppe Motta"," Members of the Swiss parliament (Max Huber)"
"1938","Peace","Nalini Kumar Mukherjee","Sc. Bagchi"
"1938","Peace","W. Gregory Paull","David Grenfell"
"1938","Peace","Franklin Delano Roosevelt","Cordell Hull"
"1938","Peace","Franklin Delano Roosevelt","4 members of the Salvadorian government"
"1938","Peace","Albert Schweitzer","130 professors (Fr. Medicus)"
"1938","Peace","Albert Schweitzer"," The Faculty of Law at the Free University of Brussels"
"1938","Peace","Albert Schweitzer","Robert Malmgren"
"1938","Peace","Hugh Richard Lawrie Sheppard","Th. Baty"
"1938","Peace","Efisio Giglio-Tos","Vincenzo Casoli"
"1938","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Rafael Waldemar Erich"
"1938","Peace"," The Permanent International Peace Bureau","Henriette Wurmová"
"1938","Peace"," Comité de Secours aux pacifistes exilés","Ludwig Quidde"
"1938","Peace"," American Friends Service Committee
  Friends' Service Council
 Sir Robert Stephenson Smyth Baden-Powell","Cornelius Bernhard Hanssen"
"1938","Peace"," Friends' Service Council
  American Friends Service Committee
 Sir Robert Stephenson Smyth Baden-Powell","Cornelius Bernhard Hanssen"
"1938","Peace"," The Institute of International Law (Institut de Droit International)"," The Faculty of Law at the University of Athens (Seferiades)"
"1938","Peace"," The Institute of International Law (Institut de Droit International)","Arnold Ræstad
 Benjamin Vogt"
"1938","Peace"," The Institute of International Law (Institut de Droit International)","James Vallotton"
"1938","Peace"," International Law Association"," Lord Atkin"
"1938","Peace"," Les Lieux de Genève","François Martin"
"1938","Peace"," Les Lieux de Genève","Maurice Robert"
"1938","Peace"," The Nansen International Office for Refugees","Holger Andersen"
"1938","Peace"," The Nansen International Office for Refugees
  The Inter-Parliamentary Union"," The Danish Inter-Parliamentary Group (Thorvald Stauning)"
"1938","Peace"," The Nansen International Office for Refugees","Carl Joachim Hambro"
"1938","Peace"," The Nansen International Office for Refugees","Several members of the Danish parliament"
"1938","Peace"," The Nansen International Office for Refugees","Bo Östen Undén"
"1938","Peace"," The Nansen International Office for Refugees","Einar Tegen"
"1938","Peace"," Union des Associations pour la Société des Nations","Jesper Simonsen"
"1938","Peace"," Union des Associations pour la Société des Nations","S Frankfurter"
"1938","Peace"," The Inter-Parliamentary Union
  The Nansen International Office for Refugees"," The Danish Inter-Parliamentary Group (Thorvald Stauning)"
"1938","Peace"," The Inter-Parliamentary Union","Several members of the Finnish parliament"
"1938","Peace"," The Inter-Parliamentary Union","Henri Marie La Fontaine"
"1938","Peace"," The Inter-Parliamentary Union","7 members of the Norwegian parliament"
"1938","Peace"," The Inter-Parliamentary Union","6 members of the Swedish parliament"
"1938","Peace"," The Inter-Parliamentary Union"," The Czechoslovakian Inter-Parliamentary Group"
"1938","Peace"," The Inter-Parliamentary Union","Hans Wehberg"
"1939","Peace","Sir Robert Stephenson Smyth Baden-Powell","Victor Kuhr"
"1939","Peace","Sir Robert Stephenson Smyth Baden-Powell","Edvin Linkomies"
"1939","Peace","Sir Robert Stephenson Smyth Baden-Powell","Count Yosinori Hutara"
"1939","Peace","Edvard Benes"," The Mexican Chamber of Deputies"
"1939","Peace","Edvard Benes
 Henri Golay","Henri Marie La Fontaine"
"1939","Peace","Edvard Benes","Quincy Wright"
"1939","Peace","Edvard Benes","Duff Cooper"
"1939","Peace","Edvard Benes","Sir Winston Leonard Spencer Churchill"
"1939","Peace","Edvard Benes","Dennis Nowell Pritt"
"1939","Peace","Edvard Benes","Lord David Davies"
"1939","Peace","Edvard Benes","Ellis Smitt"
"1939","Peace","Edvard Benes","G Poyer"
"1939","Peace","Edvard Benes","Edgar Algernon Robert Gascoyne Viscount Cecil of Chelwood"
"1939","Peace","Carrie Chapman Catt","David Muzzey"
"1939","Peace","Carrie Chapman Catt","Schuyler Wallace"
"1939","Peace","Pierre Cérésole","J.B. Th Hugenholtz
  Ammerstol"
"1939","Peace","(Arthur) Neville Chamberlain","Henry Lemery"
"1939","Peace","(Arthur) Neville Chamberlain","Sir William Davison"
"1939","Peace","(Arthur) Neville Chamberlain","Pierre Daye"
"1939","Peace","(Arthur) Neville Chamberlain","Caroline Playne"
"1939","Peace","(Arthur) Neville Chamberlain","Charles de Visscher"
"1939","Peace","(Arthur) Neville Chamberlain","Frederick Libby"
"1939","Peace","(Arthur) Neville Chamberlain","12 members of the Swedish parliament"
"1939","Peace","(Arthur) Neville Chamberlain","Francesco Cosentini"
"1939","Peace","(Arthur) Neville Chamberlain","Sir Thomas Barclay"
"1939","Peace","(Arthur) Neville Chamberlain","W.J.M. van Eysinga"
"1939","Peace","Mariano Hilario Cornejo","Jacob Ørbæk"
"1939","Peace","Mariano Hilario Cornejo","Joseph Barthélémy"
"1939","Peace","Mahatma Mohandas Karamchand Gandhi","Ole Colbjørnsen"
"1939","Peace","Henri Golay","N Nilsson"
"1939","Peace","Henri Golay
 Edvard Benes","Henri Marie La Fontaine"
"1939","Peace","Adolf Hitler","E.G.C. Brandt"
"1939","Peace","Cordell Hull","Carlos Concha"
"1939","Peace","Cordell Hull","Luis Lopez de Mesa"
"1939","Peace","Cordell Hull","Franklin Delano Roosevelt"
"1939","Peace","Cordell Hull","Carlos Saavedra Lamas"
"1939","Peace"," Jacquinot","Jules Basdevant"
"1939","Peace","Léon Jouhaux","Louis Uytroever"
"1939","Peace","Léon Jouhaux","Hans Oprecht"
"1939","Peace","Carl Albert Lindhagen"," Members of the Swedish parliament (Fredrik Ström)"
"1939","Peace","Nalini Kumar Mukherjee","Sc. Bagchi"
"1939","Peace"," Pius XI","Romualdo Silva Cortes"
"1939","Peace","Franklin Delano Roosevelt","Professors of History at the University of Jasi"
"1939","Peace","Théodore Eugène César Ruyssen","Hans Wehberg"
"1939","Peace","Albert Schweitzer"," Swiss professors"
"1939","Peace"," Troubat Le Houx","J Serlin"
"1939","Peace","Hans Wehberg","Jean Spiropoulos"
"1939","Peace"," Comité de Secours aux pacifistes exilés","Ludwig Quidde"
"1939","Peace"," Comité de Secours aux pacifistes exilés","Helene Stöcker"
"1939","Peace"," Les Lieux de Genève","7 members of the Swiss parliament"
"1939","Peace"," La Ligue des Sociétés de la Croix-Rouge"," The International Committee of the Red Cross"
"1939","Peace"," The Inter-Parliamentary Union","7 members of the Norwegian parliament"
"1939","Peace"," The Inter-Parliamentary Union"," Members of the Swedish parliament"
"1939","Peace"," The Inter-Parliamentary Union"," The Polish Inter-Parliamentary Group"
"1939","Peace"," The Inter-Parliamentary Union","Hans Wehberg"
"1939","Peace"," The Inter-Parliamentary Union"," The Danish Inter-Parliamentary Group (Thorvald Stauning)"
"1939","Peace"," The Inter-Parliamentary Union","Henri Marie La Fontaine"
"1939","Peace"," The Inter-Parliamentary Union","Cemil Bilsel"
"1939","Peace"," The Inter-Parliamentary Union"," The Turkish Inter-Parliamentary Group"
"1941","Peace","Count Richard Nicolas Coudenhove-Kalergi","Kaarel Robert Pusta"
"1941","Peace","Herbert Clark Hoover","Edgar Eugene Robinson"
"1941","Peace","Cordell Hull","Michael Doyle
 Green Heywood Hackworth
 Manley Ottmer Hudson
 Henry Stimson"
"1945","Peace","Edvard Benes","Halvdan Koht"
"1945","Peace","Sir Winston Leonard Spencer Churchill","Halvdan Koht"
"1945","Peace","Sir Anthony Eden","Halvdan Koht"
"1945","Peace","Cordell Hull
  The International Committee of the Red Cross","Philip Noel-Baker"
"1945","Peace","Cordell Hull","Halvdan Koht"
"1945","Peace","Maksim Maksimovitch Litvinov","Halvdan Koht"
"1945","Peace","Franklin Delano Roosevelt","Halvdan Koht"
"1945","Peace","Jan Christian Smuts","Halvdan Koht"
"1945","Peace","Joseph Vissarionovitch Stalin","Halvdan Koht"
"1945","Peace"," The International Committee of the Red Cross
  The Norwegian Committee of the Red Cross","Martin Tranmæl (Tranmal)"
"1945","Peace"," The International Committee of the Red Cross
 Cordell Hull","Philip Noel-Baker"
"1945","Peace"," The International Committee of the Red Cross
  The Swedish Committee of the Red Cross","Dag Hjalmar Agne Carl Hammarskjöld"
"1945","Peace"," The International Committee of the Red Cross
  The Swedish Committee of the Red Cross","Birger Ekeberg"
"1945","Peace"," The International Committee of the Red Cross
  The Norwegian Committee of the Red Cross","Frede Castberg"
"1945","Peace"," The Norwegian Committee of the Red Cross
  The International Committee of the Red Cross","Martin Tranmæl (Tranmal)"
"1945","Peace"," The Norwegian Committee of the Red Cross
  The International Committee of the Red Cross","Frede Castberg"
"1945","Peace"," The Swedish Committee of the Red Cross
  The International Committee of the Red Cross","Dag Hjalmar Agne Carl Hammarskjöld"
"1945","Peace"," The Swedish Committee of the Red Cross
  The International Committee of the Red Cross","Birger Ekeberg"
"1946","Peace","Emily Greene Balch","16 Finnish Professors of Law/ Members of the Finnish parliament"
"1946","Peace","Emily Greene Balch","Lucas Middleton"
"1946","Peace","Emily Greene Balch","Agnus MacInnis"
"1946","Peace","Emily Greene Balch","Judah Leon Magnes"
"1946","Peace","Emily Greene Balch","Lucy Noel-Buxton"
"1946","Peace","Emily Greene Balch","W.J.M. van Eysinga"
"1946","Peace","Emily Greene Balch","John Stephens"
"1946","Peace","Emily Greene Balch","Rudolf Schümperli"
"1946","Peace","Emily Greene Balch","Stanley Knowles"
"1946","Peace","Emily Greene Balch","John Herman Randall"
